objectid ,parentid,filename,format,title,creator,date,location,itemcategory,itemtype,medium,gender,label,culturalsignificance,itemdescription,date,location,originalowner,additionalimage
SW41,,silkrobe,compound_object,Silk Robe ,,1930s ,UK,Clothing ,"Robes, Underwear","Silk, Satin, Silk Satin, Lace ",Female ,,,"Bias cut, mass produced, robe, possibly missing matching slip ",1983-1985,Oxford,,
SW42,SW41,silkrobe_front.jpg,image/jpg,Silk Robe ,,1930s ,UK,Clothing ,"Robes, Underwear","Silk, Satin, Silk Satin, Lace ",Female ,,,"Bias cut, mass produced, robe, possibly missing matching slip ",1983-1985,Oxford,,
SW43,SW41,silkrobe_top.jpg,image/jpg,Silk Robe ,,1930s ,UK,Clothing ,"Robes, Underwear","Silk, Satin, Silk Satin, Lace ",Female ,,,"Bias cut, mass produced, robe, possibly missing matching slip ",1983-1985,Oxford,,
SW44,SW41,silkrobe_lace.JPG,image/jpg,Silk Robe ,,1930s ,UK,Clothing ,"Robes, Underwear","Silk, Satin, Silk Satin, Lace ",Female ,,,"Bias cut, mass produced, robe, possibly missing matching slip ",1983-1985,Oxford,,
SW45,SW41,silkrobe_structure.JPG,image/jpg,Silk Robe ,,1930s ,UK,Clothing ,"Robes, Underwear","Silk, Satin, Silk Satin, Lace ",Female ,,,"Bias cut, mass produced, robe, possibly missing matching slip ",1983-1985,Oxford,,
SW46,,crochetcardigan,compound_object,Crochet Cardigan ,,1930s,,Clothing ,Sweaters,"Wool, Hand Made ",Female ,,,"Hand crocheted, maybe mass produced but most likely home produced",1986-1988,Edinburgh ,,"Photograph 2, 1987, Edinburgh "
SW47,SW46,crochetcardigan_front.jpg,image/jpg,Crochet Cardigan ,,1930s,,Clothing ,Sweaters,"Wool, Hand Made ",Female ,,,"Hand crocheted, maybe mass produced but most likely home produced",1986-1988,Edinburgh ,,"Photograph 2, 1987, Edinburgh "
SW48,SW46,crochetcardigan_back.jpg,image/jpg,Crochet Cardigan ,,1930s,,Clothing ,Sweaters,"Wool, Hand Made ",Female ,,,"Hand crocheted, maybe mass produced but most likely home produced",1986-1988,Edinburgh ,,"Photograph 2, 1987, Edinburgh "
SW49,SW46,crochetcardigan_buttons.JPG,image/jpg,Crochet Cardigan ,,1930s,,Clothing ,Sweaters,"Wool, Hand Made ",Female ,,,"Hand crocheted, maybe mass produced but most likely home produced",1986-1988,Edinburgh ,,"Photograph 2, 1987, Edinburgh "
SW50,SW46,crochetcardigan_sleeve.JPG,image/jpg,Crochet Cardigan ,,1930s,,Clothing ,Sweaters,"Wool, Hand Made ",Female ,,,"Hand crocheted, maybe mass produced but most likely home produced",1986-1988,Edinburgh ,,"Photograph 2, 1987, Edinburgh "
SW51,,turkishcoat,compound_object,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW52,SW51,turkishcoat_front.jpg,image/jpg,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW53,SW51,turkishcoat_collar.jpg,image/jpg,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW54,SW51,turkishcoat_sleeve.jpg,image/jpg,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW55,SW51,turkishcoat_lace.jpg,image/jpg,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW56,SW51,turkishcoat_fabric.jpg,image/jpg,Turkish Coat ,,1900s,Turkey ,Clothing ,"Evening Coats, Outerwear, Coats","Cotton, Pressed Cotton, Lace, Hand Lumed",Male ,,,"Turkish evening coat, cotton silk pressed heat which gives stiffness and sheen to garment, hand sewn, hand lumed fabric and custom hand sewn ",1990,Bodrum,,
SW57,,velvethat,compound_object,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW58,SW57,velvethat_whole.jpg,image/jpg,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW59,SW57,velvethat_front.jpg,image/jpg,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW60,SW57,velvethat_side.jpg,image/jpg,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW61,SW57,velvethat_label.JPG,image/jpg,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW62,SW57,velvethat_damage.JPG,image/jpg,Velvet Hat ,,1960s ,USA ,Head Wear ,"Hats, Accessories ","Velvet, Netting ",Female ,"jacque-lynn, WASHINGTON, D.C. ",,"Green hat, damaged veil ",1988,Paris,,
SW63,,blackheels,compound_object,Black Heels ,Arthur Hutton ,1920s ,,Shoes ,"Shoes, Pumps, Accessories","Celluloid, Rinestones, Silk Satin, Silk, Satin",Female ,Arthur Hutton,Early representation of plastic use in clothing items ,"Plastic first introduced in garment/wearable object creation in early 1900s, evening shoe ",1986-1988,Edinburgh ,,
SW64,SW63,blackheels_side.jpg,image/jpg,Black Heels ,Arthur Hutton ,1920s ,,Shoes ,"Shoes, Pumps, Accessories","Celluloid, Rinestones, Silk Satin, Silk, Satin",Female ,Arthur Hutton,Early representation of plastic use in clothing items ,"Plastic first introduced in garment/wearable object creation in early 1900s, evening shoe ",1986-1988,Edinburgh ,,
SW65,SW63,blackheels_heel.jpg,image/jpg,Black Heels ,Arthur Hutton ,1920s ,,Shoes ,"Shoes, Pumps, Accessories","Celluloid, Rinestones, Silk Satin, Silk, Satin",Female ,Arthur Hutton,Early representation of plastic use in clothing items ,"Plastic first introduced in garment/wearable object creation in early 1900s, evening shoe ",1986-1988,Edinburgh ,,
SW66,SW63,blackheels_label.JPG,image/jpg,Black Heels ,Arthur Hutton ,1920s ,,Shoes ,"Shoes, Pumps, Accessories","Celluloid, Rinestones, Silk Satin, Silk, Satin",Female ,Arthur Hutton,Early representation of plastic use in clothing items ,"Plastic first introduced in garment/wearable object creation in early 1900s, evening shoe ",1986-1988,Edinburgh ,,
SW67,,greenknitbra,compound_object,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW68,SW68,greenknitbra_whole.jpg,image/jpg,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW69,SW68,greenknitbra_front.JPG,image/jpg,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW70,SW68,greenknitbra_cup.JPG,image/jpg,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW71,SW68,greenknitbra_strap.JPG,image/jpg,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW72,SW68,greenknitbra_clasp.JPG,image/jpg,Green Knit Bra ,,1920s ,,Clothing ,Underwear,"Cotton, Silk Satin Ribbon",Female ,,Early representation of bras after transition from corsets ,"Crocheted or knit bra, most likely machine knit, before invention of stretchy fabric ",1987-1988,Edinburgh ,,
SW73,,daydress,compound_object,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW74,SW73,daydress_whole.jpg,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW75,SW73,daydress_front.jpg,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW76,SW73,daydress_jacket.jpg,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW77,SW73,daydress_jacketbottom.JPG,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW78,SW73,daydress_buttons.JPG,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW79,SW73,daydress_jacketstructure.JPG,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW80,SW73,daydress_skirtbottom.JPG,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW81,SW73,daydress_skirtstructure.jpg,image/jpg,Day Dress,,1860s ,,Clothing ,"Suits, Ensembles","Silk, Taffeta, Silk Taffeta  ",Female ,,,,2021,England,,
SW82,,cocktaildress,compound_object,Cocktail Dress ,Ricci Michaels,1960s ,"Mayfair, London ",Clothing ,"Evening Dresses, Cocktail Dresses ","Velvet, Chiffon",Female ,"RicciMichaels, MAYFAIR",,"1960s evening dress, velvet and chiffon, midi length ",1985,London,,
SW83,SW82,cocktaildress_whole.jpg,image/jpg,Cocktail Dress ,Ricci Michaels,1960s ,"Mayfair, London ",Clothing ,"Evening Dresses, Cocktail Dresses ","Velvet, Chiffon",Female ,"RicciMichaels, MAYFAIR",,"1960s evening dress, velvet and chiffon, midi length ",1985,London,,
SW84,SW82,cocktaildress_front.jpg,image/jpg,Cocktail Dress ,Ricci Michaels,1960s ,"Mayfair, London ",Clothing ,"Evening Dresses, Cocktail Dresses ","Velvet, Chiffon",Female ,"RicciMichaels, MAYFAIR",,"1960s evening dress, velvet and chiffon, midi length ",1985,London,,
SW85,SW82,cocktaildress_label.jpg,image/jpg,Cocktail Dress ,Ricci Michaels,1960s ,"Mayfair, London ",Clothing ,"Evening Dresses, Cocktail Dresses ","Velvet, Chiffon",Female ,"RicciMichaels, MAYFAIR",,"1960s evening dress, velvet and chiffon, midi length ",1985,London,,
SW86,,skechersplatforms,compound_object,Skechers Platforms,Skechers ,1970s ,"China, USA ",Shoes ,"Shoes, Accessories","Synthetic Leather, Rubber Sole ","Male, Female ",Somethin else from SKECHERS,Representation of genderless clothing ,"American brand, mass produced, unknown if male or female gendered ",2005,South Bend ,,
SW87,SW86,skechersplatforms_whole.jpg,image/jpg,Skechers Platforms,Skechers ,1970s ,"China, USA ",Shoes ,"Shoes, Accessories","Synthetic Leather, Rubber Sole ","Male, Female ",Somethin else from SKECHERS,Representation of genderless clothing ,"American brand, mass produced, unknown if male or female gendered ",2005,South Bend ,,
SW88,SW86,skechersplatforms_front.jpg,image/jpg,Skechers Platforms,Skechers ,1970s ,"China, USA ",Shoes ,"Shoes, Accessories","Synthetic Leather, Rubber Sole ","Male, Female ",Somethin else from SKECHERS,Representation of genderless clothing ,"American brand, mass produced, unknown if male or female gendered ",2005,South Bend ,,
SW89,SW86,skechersplatforms_label.jpg,image/jpg,Skechers Platforms,Skechers ,1970s ,"China, USA ",Shoes ,"Shoes, Accessories","Synthetic Leather, Rubber Sole ","Male, Female ",Somethin else from SKECHERS,Representation of genderless clothing ,"American brand, mass produced, unknown if male or female gendered ",2005,South Bend ,,
SW90,,greenheels,compound_object,Green heels ,Charles Jourdan ,1970s ,France ,Shoes ,"Shoes, Sandals, Accessories","Leather, Polyurthane ",Female ,"CHARLES JOURDAN, PARIS, MADE IN FRANCE; LEATHER, LEDER, CUIR; POLYURETHANE; MADE IN FRANCE",,"Charles Jardon heels made with high caliber green dyed leather, polyurthane green sole",1983-1985,Oxford,,
SW91,SW90,greenheels_whole.jpg,image/jpg,Green heels ,Charles Jourdan ,1970s ,France ,Shoes ,"Shoes, Sandals, Accessories","Leather, Polyurthane ",Female ,"CHARLES JOURDAN, PARIS, MADE IN FRANCE; LEATHER, LEDER, CUIR; POLYURETHANE; MADE IN FRANCE",,"Charles Jardon heels made with high caliber green dyed leather, polyurthane green sole",1983-1985,Oxford,,
SW92,SW90,greenheels_label.jpg,image/jpg,Green heels ,Charles Jourdan ,1970s ,France ,Shoes ,"Shoes, Sandals, Accessories","Leather, Polyurthane ",Female ,"CHARLES JOURDAN, PARIS, MADE IN FRANCE; LEATHER, LEDER, CUIR; POLYURETHANE; MADE IN FRANCE",,"Charles Jardon heels made with high caliber green dyed leather, polyurthane green sole",1983-1985,Oxford,,
SW93,SW90,greenheels_toe.jpg,image/jpg,Green heels ,Charles Jourdan ,1970s ,France ,Shoes ,"Shoes, Sandals, Accessories","Leather, Polyurthane ",Female ,"CHARLES JOURDAN, PARIS, MADE IN FRANCE; LEATHER, LEDER, CUIR; POLYURETHANE; MADE IN FRANCE",,"Charles Jardon heels made with high caliber green dyed leather, polyurthane green sole",1983-1985,Oxford,,
